motif	fisher_p_blood	fisher_p_liver	fisher_p_lymph	fisher_p_vitro	fisher_p_vivo	fisher_p_all	best_pval	best_qval	best_condition	mean_fold	max_fold	n_conditions_tested	fisher_p_best_pair	fisher_best_pair	fisher_q_best_pair
Esrrb	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_lymph	1.1236141115045337	1.7831632653061225	18	0.9698850818634569	liver	1.0
CDX4	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_blood	1.0024282902252981	1.2927557879014189	18	0.9698850818634569	blood	1.0
Olig2	0.9698850818634569	1.0	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_blood	1.0076424735526697	1.2707253886010363	18	0.9698850818634569	blood	1.0
CArG	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_blood	0.9959941242728486	1.7543859649122806	18	0.9698850818634569	blood	1.0
BMYB	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_blood	0.9996062272366607	1.3133535660091047	18	0.9698850818634569	blood	1.0
GATA	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_blood	1.2486428562571317	2.096969696969697	18	0.9698850818634569	blood	1.0
HIF-1b	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_blood	1.028654452935422	1.5466179159049362	18	0.9698850818634569	blood	1.0
FOXA1	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_blood	0.9873795774769049	1.3267175572519083	18	0.9698850818634569	blood	1.0
ELF3	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.0890033195685103	1.3354943273905997	18	0.9698850818634569	liver	1.0
Six2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_blood	0.9923274943602333	1.2615384615384617	18	0.9698850818634569	blood	1.0
Srebp2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	0.7641013889736946	2.7205882352941178	18	0.9698850818634569	blood	1.0
GSC	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_lymph	0.9774639498087266	1.2553956834532374	18	0.9698850818634569	lymph	1.0
FOXM1	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	1.0187137810834868	1.3024351924587587	18	0.9698850818634569	liver	1.0
TEAD	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	1.023094828506201	1.6341829085457271	18	0.9698850818634569	liver	1.0
p53	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	1.383261155064315	6.333333333333334	18	0.9698850818634569	lymph	1.0
Nrf2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	0.9348756485954554	4.92	18	0.9698850818634569	blood	1.0
THRa	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	1.1078602364904138	1.990783410138249	18	0.9698850818634569	blood	1.0
Hnf6b	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_lymph	1.0094216285739037	1.2072667217175888	18	0.9698850818634569	lymph	1.0
NRF	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_liver	0.7115404869715215	3.2	18	0.9698850818634569	liver	1.0
LXRE	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	0.7224128574703287	4.7407407407407405	18	0.9698850818634569	liver	1.0
GFX	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_liver	0.6851851851851852	12.333333333333334	18	0.9698850818634569	liver	1.0
ZNF768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6664462081128748	2.857142857142857	18	1.0	blood	1.0
ZNF528	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6111111111111112	6.666666666666667	18	1.0	blood	1.0
ZNF16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.25000000000000006	4.500000000000001	18	1.0	blood	1.0
YY1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6984309495299834	2.3846153846153846	18	1.0	blood	1.0
Six4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.42135225885225885	2.0833333333333335	18	1.0	blood	1.0
RFX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.3884161472396767	1.1764705882352942	18	1.0	blood	1.0
Srebp1a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9842038556130986	1.9603174603174605	18	1.0	blood	1.0
ZNF692	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0467356891377047	2.26	18	1.0	blood	1.0
Reverb	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6543249020740582	1.8437499999999998	18	1.0	blood	1.0
Pit1+1bp	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8594131953549873	1.167400881057269	18	1.0	blood	1.0
PAX6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.855869134119833	2.169491525423729	18	1.0	blood	1.0
Mouse_Recombination_Hotspot	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8620803932543173	2.098360655737705	18	1.0	blood	1.0
Ptf1a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9771724010549031	1.127709431751611	18	1.0	blood	1.0
Egr1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8584922265451655	1.2803030303030303	18	1.0	blood	1.0
GLIS3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9823807438560576	1.3218045112781953	18	1.0	blood	1.0
EBF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9898311762413565	1.2928679817905917	18	1.0	blood	1.0
ZBTB38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.93769401326303	1.2154696132596685	18	1.0	blood	1.0
TR4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6453865313759644	2.3703703703703702	18	1.0	blood	1.0
Elf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.056805725772836	1.2563025210084036	18	1.0	blood	1.0
KLF14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9269414403471513	1.118954248366013	18	1.0	blood	1.0
CLOCK	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9252527486104992	1.4807692307692308	18	1.0	blood	1.0
HNF6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.92010555578131	1.3090909090909093	18	1.0	blood	1.0
USF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8785771617425855	1.3588516746411483	18	1.0	blood	1.0
KLF5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9204410029323041	1.2242990654205608	18	1.0	blood	1.0
Rfx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.5723526415127934	1.4318181818181819	18	1.0	blood	1.0
LRF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9813515990835503	1.3324675324675324	18	1.0	blood	1.0
Pknox1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8798841647800643	1.9541984732824427	18	1.0	blood	1.0
MYB	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9385917333531635	1.2167590027700832	18	1.0	blood	1.0
ZNF652	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9900411969908129	1.3857677902621723	18	1.0	blood	1.0
ZBTB12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.735358809601944	1.3493975903614457	18	1.0	blood	1.0
Tbx20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6994335196418124	1.4262295081967213	18	1.0	blood	1.0
Jun-AP1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7939656797181315	1.4318181818181817	18	1.0	blood	1.0
TFDP1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.824295344446668	1.618421052631579	18	1.0	blood	1.0
Otx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9633603837525386	1.1787072243346008	18	1.0	blood	1.0
NFE2L2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8961357033725454	3.0	18	1.0	blood	1.0
Ets1-distal	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8519441052904458	1.3925233644859811	18	1.0	blood	1.0
Snail1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9707543630119903	1.2862823061630217	18	1.0	blood	1.0
NFATC2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9100747126201014	1.1165698972755693	18	1.0	blood	1.0
AP-1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8835854993221525	1.1957236842105263	18	1.0	blood	1.0
ZEB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9579360773516756	1.291970802919708	18	1.0	blood	1.0
DMRT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9288113267726522	1.3909774436090225	18	1.0	blood	1.0
Fli1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9531834211151963	1.328888888888889	18	1.0	blood	1.0
Mesp1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8973022968376271	1.32829373650108	18	1.0	blood	1.0
Sp5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8925621670365322	1.1966759002770084	18	1.0	blood	1.0
Maz	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9537750100555201	1.358811040339703	18	1.0	blood	1.0
Foxf1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.905725133877876	1.1838529176658674	18	1.0	blood	1.0
Gata1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9923584681504369	1.3730569948186528	18	1.0	blood	1.0
ZNF416	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9865134515285838	1.316350710900474	18	1.0	blood	1.0
KLF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.020711419502111	1.3542319749216303	18	1.0	blood	1.0
Oct4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9941741877524074	1.3453453453453454	18	1.0	blood	1.0
Sox7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0357836827043125	1.6160337552742616	18	1.0	blood	1.0
DUX4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0466841285980355	2.027027027027027	18	1.0	blood	1.0
Gata2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.97691617111505	1.24	18	1.0	blood	1.0
Atoh7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9895571627311663	1.3375262054507338	18	1.0	blood	1.0
FOXP1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.887855700034842	1.183838383838384	18	1.0	blood	1.0
TEAD1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9439491316616946	1.2299651567944252	18	1.0	blood	1.0
Foxo3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9090168381842053	1.241340782122905	18	1.0	blood	1.0
MafK	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.931613182619895	2.043478260869565	18	1.0	blood	1.0
Arnt:Ahr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9212625468951262	1.2413793103448276	18	1.0	blood	1.0
DMRT6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9012202999845047	1.4587628865979383	18	1.0	blood	1.0
Tcf3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9617539647236631	1.5659574468085107	18	1.0	blood	1.0
ELF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8005071193687565	1.4977973568281937	18	1.0	blood	1.0
Atf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8713804287200215	1.303754266211604	18	1.0	blood	1.0
bHLHE40	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6336866065971906	1.641025641025641	18	1.0	blood	1.0
Lhx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.00576646932729	1.1571185479296653	18	1.0	blood	1.0
Ap4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.947612593973679	1.2369597615499257	18	1.0	blood	1.0
KLF17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9056302491119127	2.1111111111111116	18	1.0	blood	1.0
Tbx6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0132738956559502	1.2461355529131986	18	1.0	blood	1.0
ZNF91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9274428177214405	1.3935860058309038	18	1.0	blood	1.0
Bach2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.826952748612418	1.6842105263157896	18	1.0	blood	1.0
NPAS2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.014337010686679	1.3804878048780487	18	1.0	blood	1.0
Chop	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8678307771228323	1.4181818181818182	18	1.0	blood	1.0
Elk1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7686577460420884	1.1797752808988764	18	1.0	blood	1.0
ZEB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9612912496504052	1.1998381877022655	18	1.0	blood	1.0
ZNF322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.982790105659686	1.8229166666666667	18	1.0	blood	1.0
Smad3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9687388385306898	1.0856067732831607	18	1.0	blood	1.0
Hoxc10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9873037212106279	1.1539568345323739	18	1.0	blood	1.0
HINFP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.021853836155707	2.510204081632653	18	1.0	blood	1.0
OCT:OCT-short	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9482429582473976	1.1693480101608806	18	1.0	blood	1.0
ETS:E-box	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.5227361170531989	1.5737704918032787	18	1.0	blood	1.0
Tbx5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.98640684999127	1.1295681063122924	18	1.0	blood	1.0
Barx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.907147818195093	1.2369942196531793	18	1.0	blood	1.0
NeuroG2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.961326840321944	1.1496415770609318	18	1.0	blood	1.0
ISRE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9235593614849462	2.018867924528302	18	1.0	blood	1.0
E2F3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8352683162289077	1.328125	18	1.0	blood	1.0
ZBTB9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.011560144740865	1.1608980355472405	18	1.0	blood	1.0
Duxbl	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7177624128517014	1.8518518518518516	18	1.0	blood	1.0
PPARa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9442206070627045	1.2744525547445256	18	1.0	blood	1.0
NFAT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9115477323731298	1.2401913875598087	18	1.0	blood	1.0
ZNF264	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8898203083210947	1.3079019073569482	18	1.0	blood	1.0
Sox4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9851612374645232	1.389592123769339	18	1.0	blood	1.0
MafF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8459491170129446	1.1939890710382512	18	1.0	blood	1.0
Tbx21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9510777728470163	1.2636655948553053	18	1.0	blood	1.0
SCRT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.664542333593238	1.0165745856353592	18	1.0	blood	1.0
Elk4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7593195279029482	1.275735294117647	18	1.0	blood	1.0
FOXK2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8712383330229844	1.205539358600583	18	1.0	blood	1.0
FOXK1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8914617993826357	1.1661417322834646	18	1.0	blood	1.0
PU.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8929368000671989	1.453074433656958	18	1.0	blood	1.0
Hoxd13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0325663393277384	1.1543739279588336	18	1.0	blood	1.0
Mef2b	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9965838806935591	1.3027522935779816	18	1.0	blood	1.0
EKLF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8540072173515152	2.0136986301369864	18	1.0	blood	1.0
Unknown	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0377681836002368	1.2814302191464821	18	1.0	blood	1.0
TCF4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0107715401832895	1.1734875444839856	18	1.0	blood	1.0
E2F1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7488570416532467	1.9512195121951221	18	1.0	blood	1.0
DUX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.0	0.0	18	1.0	blood	1.0
ELF5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9921830604225437	1.4136029411764706	18	1.0	blood	1.0
Tcf7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9716363929256538	1.4489164086687305	18	1.0	blood	1.0
ETS	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8242671000465971	1.8156028368794328	18	1.0	blood	1.0
PGR	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9875889975684308	1.4325581395348839	18	1.0	blood	1.0
Ronin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.1712962962962965	4.777777777777778	18	1.0	blood	1.0
Hoxa11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9980184419559492	1.0814294083186877	18	1.0	blood	1.0
ZNF711	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0532891282015362	1.2101123595505616	18	1.0	blood	1.0
PRDM14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0186062167174352	1.6438356164383563	18	1.0	blood	1.0
FoxD3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9799511694366022	1.2107942973523422	18	1.0	blood	1.0
Hoxa13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0016048754684974	1.0877610362146444	18	1.0	blood	1.0
Pbx3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9054324333999172	1.6985294117647058	18	1.0	blood	1.0
ZFX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.0665036015620788	1.3265624999999999	18	1.0	blood	1.0
n-Myc	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9778023569403498	1.48943661971831	18	1.0	blood	1.0
p73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7982462661924905	3.047619047619048	18	1.0	blood	1.0
NRF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6852988061321393	2.625	18	1.0	blood	1.0
NF1:FOXA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.8905436034306854	2.4	18	1.0	blood	1.0
Klf9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7329051619189593	1.8817204301075268	18	1.0	blood	1.0
GFY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.9800270789010123	3.4594594594594597	18	1.0	blood	1.0
ETS:RUNX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.4776236606205226	1.909090909090909	18	1.0	blood	1.0
Egr2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.6734827468646848	2.018867924528302	18	1.0	blood	1.0
E-box	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.7490179573512907	3.2777777777777777	18	1.0	blood	1.0
EBNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	0.5965608465608465	6.166666666666667	18	1.0	blood	1.0
CTCF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	early_vitro_blood	1.1339506070901324	2.6739130434782608	18	1.0	blood	1.0
