term_id	description	p_adjust	fold_enrichment	term_size	query_size	intersection_size
GO:0032696	negative regulation of interleukin-13 production	0.019796413554335333	204.0816	7	14	1
GO:0032713	negative regulation of interleukin-4 production	0.019796413554335333	204.0816	7	14	1
GO:0021894	cerebral cortex GABAergic interneuron development	0.019796413554335333	204.0816	7	14	1
GO:0060710	chorio-allantoic fusion	0.019796413554335333	204.0816	7	14	1
GO:0035962	response to interleukin-13	0.019796413554335333	204.0816	7	14	1
GO:1901331	positive regulation of odontoblast differentiation	0.019796413554335333	204.0816	7	14	1
GO:0060573	cell fate specification involved in pattern specification	0.019796413554335333	204.0816	7	14	1
GO:0060136	embryonic process involved in female pregnancy	0.019796413554335333	204.0816	7	14	1
GO:0048341	paraxial mesoderm formation	0.019796413554335333	204.0816	7	14	1
GO:1904906	positive regulation of endothelial cell-matrix adhesion	0.019796413554335333	204.0816	7	14	1
GO:0045588	positive regulation of gamma-delta T cell differentiation	0.019796413554335333	204.0816	7	14	1
GO:0021521	ventral spinal cord interneuron specification	0.019796413554335333	204.0816	7	14	1
GO:0048870	cell motility	0.019946912133552125	3.9815	1794	14	5
GO:0030856	regulation of epithelial cell differentiation	0.020296131350189397	18.0832	158	14	2
GO:0021830	interneuron migration from the subpallium to the cortex	0.021061764625682218	178.5714	8	14	1
GO:0071838	cell proliferation in bone marrow	0.021061764625682218	178.5714	8	14	1
GO:0032714	negative regulation of interleukin-5 production	0.021061764625682218	178.5714	8	14	1
GO:1904904	regulation of endothelial cell-matrix adhesion	0.021061764625682218	178.5714	8	14	1
GO:0001775	cell activation	0.021061764625682218	5.0884	1123	14	4
GO:0021826	substrate-independent telencephalic tangential migration	0.021061764625682218	178.5714	8	14	1
GO:1902913	positive regulation of neuroepithelial cell differentiation	0.021061764625682218	178.5714	8	14	1
GO:1902732	positive regulation of chondrocyte proliferation	0.021061764625682218	178.5714	8	14	1
GO:0030854	positive regulation of granulocyte differentiation	0.021061764625682218	178.5714	8	14	1
GO:0021843	substrate-independent telencephalic tangential interneuron migration	0.021061764625682218	178.5714	8	14	1
GO:0046645	positive regulation of gamma-delta T cell activation	0.021061764625682218	178.5714	8	14	1
GO:0009790	embryo development	0.021087700282173882	5.0749	1126	14	4
GO:0045586	regulation of gamma-delta T cell differentiation	0.022518820743325525	158.7302	9	14	1
GO:0060430	lung saccule development	0.022518820743325525	158.7302	9	14	1
GO:0060613	fat pad development	0.022518820743325525	158.7302	9	14	1
GO:0036446	myofibroblast differentiation	0.022518820743325525	158.7302	9	14	1
GO:0001826	inner cell mass cell differentiation	0.022518820743325525	158.7302	9	14	1
GO:0007565	female pregnancy	0.022518820743325525	16.2338	176	14	2
GO:0002694	regulation of leukocyte activation	0.022518820743325525	7.4925	572	14	3
GO:0090673	endothelial cell-matrix adhesion	0.022518820743325525	158.7302	9	14	1
GO:0032501	multicellular organismal process	0.022518820743325525	1.9471	7337	14	10
GO:0021932	hindbrain radial glia guided cell migration	0.02402299267752639	142.8571	10	14	1
